الموافق,الفجر,الشروق,الظهر,العصر,المغرب,العشاء
2021-07-10,05:14:00,06:45:00,13:39:00,17:09:00,20:36:00,21:58:00
2021-07-11,05:15:00,06:46:00,13:39:00,17:10:00,20:36:00,21:57:00
2021-07-12,05:16:00,06:46:00,13:39:00,17:10:00,20:35:00,21:57:00
2021-07-13,05:16:00,06:46:00,13:39:00,17:10:00,20:35:00,21:56:00
2021-07-14,05:17:00,06:47:00,13:40:00,17:11:00,20:35:00,21:56:00
2021-07-15,05:18:00,06:47:00,13:40:00,17:11:00,20:35:00,21:55:00
2021-07-16,05:18:00,06:48:00,13:40:00,17:11:00,20:34:00,21:55:00
2021-07-17,05:19:00,06:48:00,13:40:00,17:11:00,20:34:00,21:54:00
2021-07-18,05:20:00,06:49:00,13:40:00,17:11:00,20:34:00,21:54:00
2021-07-19,05:21:00,06:49:00,13:40:00,17:12:00,20:33:00,21:53:00
2021-07-20,05:21:00,06:50:00,13:40:00,17:12:00,20:33:00,21:53:00
2021-07-21,05:22:00,06:51:00,13:40:00,17:12:00,20:32:00,21:52:00
2021-07-22,05:23:00,06:51:00,13:40:00,17:12:00,20:32:00,21:51:00
2021-07-23,05:24:00,06:52:00,13:40:00,17:12:00,20:31:00,21:51:00
2021-07-24,05:24:00,06:52:00,13:40:00,17:12:00,20:31:00,21:50:00
2021-07-25,05:25:00,06:53:00,13:40:00,17:12:00,20:30:00,21:49:00
2021-07-26,05:26:00,06:53:00,13:40:00,17:12:00,20:30:00,21:48:00
2021-07-27,05:27:00,06:54:00,13:40:00,17:12:00,20:29:00,21:48:00
2021-07-28,05:27:00,06:54:00,13:40:00,17:13:00,20:29:00,21:47:00
2021-07-29,05:28:00,06:55:00,13:40:00,17:13:00,20:28:00,21:46:00
2021-07-30,05:29:00,06:55:00,13:40:00,17:13:00,20:27:00,21:45:00
2021-07-31,05:30:00,06:56:00,13:40:00,17:13:00,20:27:00,21:44:00
2021-08-01,05:31:00,06:56:00,13:40:00,17:13:00,20:26:00,21:43:00
2021-08-02,05:31:00,06:57:00,13:40:00,17:13:00,20:25:00,21:43:00
2021-08-03,05:32:00,06:58:00,13:40:00,17:13:00,20:25:00,21:42:00
2021-08-04,05:33:00,06:58:00,13:40:00,17:13:00,20:24:00,21:41:00
2021-08-05,05:34:00,06:59:00,13:40:00,17:13:00,20:23:00,21:40:00
2021-08-06,05:34:00,06:59:00,13:39:00,17:13:00,20:22:00,21:39:00
2021-08-07,05:35:00,07:00:00,13:39:00,17:12:00,20:22:00,21:38:00
2021-08-08,05:36:00,07:00:00,13:39:00,17:12:00,20:21:00,21:37:00
2021-08-09,05:37:00,07:01:00,13:39:00,17:12:00,20:20:00,21:36:00
