الموافق,الفجر,الشروق,الظهر,العصر,المغرب,العشاء
2021-07-10,04:34:00,06:08:00,13:05:00,16:40:00,20:06:00,21:31:00
2021-07-11,04:37:00,06:10:00,13:05:00,16:39:00,20:05:00,21:29:00
2021-07-12,04:38:00,06:10:00,13:05:00,16:39:00,20:04:00,21:29:00
2021-07-13,04:38:00,06:10:00,13:05:00,16:39:00,20:04:00,21:28:00
2021-07-14,04:39:00,06:11:00,13:06:00,16:40:00,20:04:00,21:28:00
2021-07-15,04:40:00,06:11:00,13:06:00,16:40:00,20:04:00,21:27:00
2021-07-16,04:40:00,06:12:00,13:06:00,16:40:00,20:03:00,21:27:00
2021-07-17,04:41:00,06:12:00,13:06:00,16:40:00,20:03:00,21:26:00
2021-07-18,04:42:00,06:13:00,13:06:00,16:40:00,20:03:00,21:26:00
2021-07-19,04:43:00,06:13:00,13:06:00,16:41:00,20:02:00,21:25:00
2021-07-20,04:43:00,06:14:00,13:06:00,16:41:00,20:02:00,21:25:00
2021-07-21,04:44:00,06:15:00,13:06:00,16:41:00,20:01:00,21:24:00
2021-07-22,04:45:00,06:15:00,13:06:00,16:41:00,20:01:00,21:23:00
2021-07-23,04:46:00,06:16:00,13:06:00,16:41:00,20:00:00,21:23:00
2021-07-24,04:46:00,06:16:00,13:06:00,16:41:00,20:00:00,21:22:00
2021-07-25,04:47:00,06:17:00,13:06:00,16:41:00,19:59:00,21:21:00
2021-07-26,04:47:00,06:17:00,13:06:00,16:42:00,19:59:00,21:20:00
2021-07-27,04:48:00,06:18:00,13:06:00,16:42:00,19:58:00,21:20:00
2021-07-28,04:48:00,06:18:00,13:06:00,16:43:00,19:58:00,21:19:00
2021-07-29,04:49:00,06:19:00,13:06:00,16:43:00,19:57:00,21:18:00
2021-07-30,04:50:00,06:19:00,13:06:00,16:43:00,19:56:00,21:17:00
2021-07-31,04:51:00,06:20:00,13:06:00,16:43:00,19:56:00,21:16:00
2021-08-01,04:52:00,06:20:00,13:06:00,16:43:00,19:55:00,21:15:00
2021-08-02,04:52:00,06:21:00,13:06:00,16:43:00,19:54:00,21:15:00
2021-08-03,04:53:00,06:22:00,13:06:00,16:43:00,19:54:00,21:14:00
2021-08-04,04:54:00,06:22:00,13:06:00,16:43:00,19:53:00,21:13:00
2021-08-05,04:55:00,06:23:00,13:06:00,16:43:00,19:52:00,21:12:00
2021-08-06,04:55:00,06:23:00,13:05:00,16:43:00,19:51:00,21:11:00
2021-08-07,04:56:00,06:24:00,13:05:00,16:42:00,19:51:00,21:10:00
2021-08-08,04:57:00,06:24:00,13:05:00,16:42:00,19:50:00,21:09:00
2021-08-09,04:58:00,06:25:00,13:05:00,16:42:00,19:49:00,21:08:00
